Product_Display_Name,GUID,Service_Plan_Id,Service_Plans_Included_Friendly_Names
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,199a5c09-e0ca-4e37-8f7c-b05d533e1ea2,Microsoft Bookings
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,6dc145d6-95dd-4191-b9c3-185575ee6f6b,Microsoft Communications DLP
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,6db1f1db-2b46-403f-be40-e39395f08dbb,Microsoft Customer Key
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,46129a58-a698-46f0-aa5b-17f6586297d9,Microsoft Data Investigations
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,f20fedf3-f3c3-43c3-8267-2bfdd51c0939,Microsoft Defender for Office 365 (Plan 1)
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,8e0c0a52-6a6c-4d40-8370-dd62790dcd70,Microsoft Defender for Office 365 (Plan 2)
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,531ee2f8-b1cb-453b-9c21-d2180d014ca5,Microsoft Excel Advanced Analytics
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,e212cbc7-0961-4c40-9825-01117710dcb1,Microsoft Forms (Plan E5)
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,e26c2fcc-ab91-4a61-b35c-03cdc8dddf66,Microsoft Information Governance
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,0898bdbb-73b0-471a-81e5-20f1fe4dd66e,Microsoft Kaizala Pro
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,34c0d7a0-a70f-4668-9238-47f9fc208882,Microsoft MyAnalytics (Full)
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,b737dad2-2f6c-4c65-90e3-ca563267e8b9,Microsoft Planner
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,65cc641f-cccd-4643-97e0-a17e3045e541,Microsoft Records Management
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,94065c59-bc8e-4e8b-89e5-5138d471eaff,Microsoft Search
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,8c7d2df8-86f0-4902-b2ed-a0458298f3b3,Microsoft StaffHub
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,882e1d05-acd1-4ccb-8708-6ee03664b117,Mobile Device Management for Office 365
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,db4d623d-b514-490b-b7ef-8885eee514de,Nucleus
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,4de31727-a228-4ec3-a5bf-8e45b5ca48cc,Office 365 Advanced eDiscovery
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,8c098270-9dd4-4350-9b30-ba4703f3b36b,Office 365 Cloud App Security
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,b1188c4c-1b36-4018-b48b-ee07604f6feb,Office 365 Privileged Access Management
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,e95bec33-7c88-4a70-8e19-b10bd9d0c014,Office for the Web
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,9c0dab89-a30c-4117-86e7-97bda240acd2,Power Apps for Office 365 (Plan 3)
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,617b097b-4b93-4ede-83de-5f075bb5fb2f,Premium Encryption in Office 365
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,b21a6b06-1988-436e-a07b-51ec6d9f52ad,Project for Office (Plan E5)
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,41fcdd7d-4733-4863-9cf4-c65b83ce2df4,RETIRED - Microsoft Communications Compliance
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,5dbe027f-2339-4123-9542-606e4d348a72,SharePoint (Plan 2)
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,0feaeb32-d00e-4d66-bd5a-43b5b83db82c,Skype for Business Online (Plan 2)
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,a23b959c-7ce8-4e57-9140-b90eb88a9e97,Sway
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,3fb82609-8c27-4f7b-bd51-30634711ee67,To-Do (Plan 3)
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,a82fbf69-b4d7-49f4-83a6-915b2cf354f4,Viva Engage Core
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,b76fb638-6ba6-402a-b9f9-83d28acb3d86,Viva Learning Seeded
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,4a51bca5-1eff-43f5-878c-177680f191af,Whiteboard (Plan 3)
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,7547a3fe-08ee-4ccb-b430-5077c5041653,Yammer Enterprise
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,28b0fa46-c39a-4188-89e2-58e979a6b014,Common Data Service
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,6c6042f5-6f01-4d67-b8c1-eb99d36eed3e,Microsoft Stream for Office 365 E5
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,07699545-9485-468e-95b6-2fca3738be01,Power Automate for Office 365
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,70d33638-9c74-4d01-bfd3-562de28bd4ba,Power BI Pro
Office 365 E5 EEA (no Teams),cf50bae9-29e8-4775-b07c-56ee10e3776d,ded3d325-1bdc-453e-8432-5bac26d7a014,Power Virtual Agents for Office 365
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,bea4c11e-220a-4e6d-8eb8-8ea15d019f90,Azure Rights Management
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,afa73018-811e-46e9-988f-f75d2b1b8430,Common Data Service for Teams
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,9f431833-0334-42de-a7dc-70aa40db46db,Customer Lockbox
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,3ec18638-bd4c-4d3b-8905-479ed636b83e,Customer Lockbox (A)
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,cd31b152-6326-4d1b-ae1b-997b625182e6,Data Classification in Microsoft 365
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,efb87545-963c-4e0d-99df-69c6916d9eb0,Exchange Online (Plan 2)
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,a6520331-d7d4-4276-95f5-15c0933bc757,Graph Connectors Search with Index
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,c4801e8a-cb58-4c35-aca6-f2dcc106f287,Information Barriers
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,d9fa6af4-e046-4c89-9226-729a0786685d,Information Protection and Governance Analytics - Premium
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,2b815d45-56e4-4e3a-b65c-66cb9175b560,Information Protection and Governance Analytics – Standard
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,efb0351d-3b08-4503-993d-383af8de41e3,Information Protection for Office 365 - Premium
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,5136a095-5cf0-4aff-bec3-e84448b38ea5,Information Protection for Office 365 - Standard
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,33c4f319-9bdd-48d6-9c4d-410b750a4a5a,Insights by MyAnalytics
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,2f442157-a11c-46b9-ae5b-6e39ff4e5849,Microsoft 365 Advanced Auditing
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,43de0ff5-c92c-492b-9116-175376d08c38,Microsoft 365 Apps for enterprise
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,a413a9ff-720c-4822-98ef-2f37c2a21f4c,Microsoft 365 Communication Compliance
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,bf28f719-7844-4079-9c78-c1307898e192,Microsoft 365 Defender
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,6f23d6a9-adbf-481c-8538-b4c095654487,Microsoft 365 Lighthouse (Plan 1)
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,4828c8ec-dc2e-4779-b502-87ac9ce28ab7,Microsoft 365 Phone System
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,199a5c09-e0ca-4e37-8f7c-b05d533e1ea2,Microsoft Bookings
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,6dc145d6-95dd-4191-b9c3-185575ee6f6b,Microsoft Communications DLP
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,6db1f1db-2b46-403f-be40-e39395f08dbb,Microsoft Customer Key
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,46129a58-a698-46f0-aa5b-17f6586297d9,Microsoft Data Investigations
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,f20fedf3-f3c3-43c3-8267-2bfdd51c0939,Microsoft Defender for Office 365 (Plan 1)
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,8e0c0a52-6a6c-4d40-8370-dd62790dcd70,Microsoft Defender for Office 365 (Plan 2)
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,531ee2f8-b1cb-453b-9c21-d2180d014ca5,Microsoft Excel Advanced Analytics
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,e212cbc7-0961-4c40-9825-01117710dcb1,Microsoft Forms (Plan E5)
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,e26c2fcc-ab91-4a61-b35c-03cdc8dddf66,Microsoft Information Governance
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,0898bdbb-73b0-471a-81e5-20f1fe4dd66e,Microsoft Kaizala Pro
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,34c0d7a0-a70f-4668-9238-47f9fc208882,Microsoft MyAnalytics (Full)
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,b737dad2-2f6c-4c65-90e3-ca563267e8b9,Microsoft Planner
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,65cc641f-cccd-4643-97e0-a17e3045e541,Microsoft Records Management
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,94065c59-bc8e-4e8b-89e5-5138d471eaff,Microsoft Search
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,8c7d2df8-86f0-4902-b2ed-a0458298f3b3,Microsoft StaffHub
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,6c6042f5-6f01-4d67-b8c1-eb99d36eed3e,Microsoft Stream for Office 365 E5
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,882e1d05-acd1-4ccb-8708-6ee03664b117,Mobile Device Management for Office 365
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,db4d623d-b514-490b-b7ef-8885eee514de,Nucleus
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,4de31727-a228-4ec3-a5bf-8e45b5ca48cc,Office 365 Advanced eDiscovery
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,8c098270-9dd4-4350-9b30-ba4703f3b36b,Office 365 Cloud App Security
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,b1188c4c-1b36-4018-b48b-ee07604f6feb,Office 365 Privileged Access Management
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,e95bec33-7c88-4a70-8e19-b10bd9d0c014,Office for the Web
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,9c0dab89-a30c-4117-86e7-97bda240acd2,Power Apps for Office 365 (Plan 3)
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,70d33638-9c74-4d01-bfd3-562de28bd4ba,Power BI Pro
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,617b097b-4b93-4ede-83de-5f075bb5fb2f,Premium Encryption in Office 365
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,b21a6b06-1988-436e-a07b-51ec6d9f52ad,Project for Office (Plan E5)
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,41fcdd7d-4733-4863-9cf4-c65b83ce2df4,RETIRED - Microsoft Communications Compliance
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,5dbe027f-2339-4123-9542-606e4d348a72,SharePoint (Plan 2)
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,0feaeb32-d00e-4d66-bd5a-43b5b83db82c,Skype for Business Online (Plan 2)
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,a23b959c-7ce8-4e57-9140-b90eb88a9e97,Sway
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,3fb82609-8c27-4f7b-bd51-30634711ee67,To-Do (Plan 3)
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,a82fbf69-b4d7-49f4-83a6-915b2cf354f4,Viva Engage Core
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,b76fb638-6ba6-402a-b9f9-83d28acb3d86,Viva Learning Seeded
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,4a51bca5-1eff-43f5-878c-177680f191af,Whiteboard (Plan 3)
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,7547a3fe-08ee-4ccb-b430-5077c5041653,Yammer Enterprise
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,28b0fa46-c39a-4188-89e2-58e979a6b014,Common Data Service
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,07699545-9485-468e-95b6-2fca3738be01,Power Automate for Office 365
Office 365 E5 EEA (no Teams) without Audio Conferencing,71772aeb-4bb8-4f74-9dd4-36c7a9b5ca74,ded3d325-1bdc-453e-8432-5bac26d7a014,Power Virtual Agents for Office 365
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,bea4c11e-220a-4e6d-8eb8-8ea15d019f90,Azure Rights Management
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,afa73018-811e-46e9-988f-f75d2b1b8430,Common Data Service for Teams
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,9f431833-0334-42de-a7dc-70aa40db46db,Customer Lockbox
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,cd31b152-6326-4d1b-ae1b-997b625182e6,Data Classification in Microsoft 365
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,efb87545-963c-4e0d-99df-69c6916d9eb0,Exchange Online (Plan 2)
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,a6520331-d7d4-4276-95f5-15c0933bc757,Graph Connectors Search with Index
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,c4801e8a-cb58-4c35-aca6-f2dcc106f287,Information Barriers
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,d9fa6af4-e046-4c89-9226-729a0786685d,Information Protection and Governance Analytics - Premium
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,2b815d45-56e4-4e3a-b65c-66cb9175b560,Information Protection and Governance Analytics – Standard
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,efb0351d-3b08-4503-993d-383af8de41e3,Information Protection for Office 365 - Premium
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,5136a095-5cf0-4aff-bec3-e84448b38ea5,Information Protection for Office 365 - Standard
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,33c4f319-9bdd-48d6-9c4d-410b750a4a5a,Insights by MyAnalytics
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,2f442157-a11c-46b9-ae5b-6e39ff4e5849,Microsoft 365 Advanced Auditing
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,43de0ff5-c92c-492b-9116-175376d08c38,Microsoft 365 Apps for Enterprise
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,a413a9ff-720c-4822-98ef-2f37c2a21f4c,Microsoft 365 Communication Compliance
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,bf28f719-7844-4079-9c78-c1307898e192,Microsoft 365 Defender
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,4828c8ec-dc2e-4779-b502-87ac9ce28ab7,Microsoft 365 Phone System
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,199a5c09-e0ca-4e37-8f7c-b05d533e1ea2,Microsoft Bookings
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,6dc145d6-95dd-4191-b9c3-185575ee6f6b,Microsoft Communications DLP
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,6db1f1db-2b46-403f-be40-e39395f08dbb,Microsoft Customer Key
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,46129a58-a698-46f0-aa5b-17f6586297d9,Microsoft Data Investigations
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,f20fedf3-f3c3-43c3-8267-2bfdd51c0939,Microsoft Defender for Office 365 (Plan 1)
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,8e0c0a52-6a6c-4d40-8370-dd62790dcd70,Microsoft Defender for Office 365 (Plan 2)
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,531ee2f8-b1cb-453b-9c21-d2180d014ca5,Microsoft Excel Advanced Analytics
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,e212cbc7-0961-4c40-9825-01117710dcb1,Microsoft Forms (Plan E5)
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,e26c2fcc-ab91-4a61-b35c-03cdc8dddf66,Microsoft Information Governance
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,0898bdbb-73b0-471a-81e5-20f1fe4dd66e,Microsoft Kaizala Pro
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,34c0d7a0-a70f-4668-9238-47f9fc208882,Microsoft MyAnalytics (Full)
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,b737dad2-2f6c-4c65-90e3-ca563267e8b9,Microsoft Planner
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,65cc641f-cccd-4643-97e0-a17e3045e541,Microsoft Records Management
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,94065c59-bc8e-4e8b-89e5-5138d471eaff,Microsoft Search
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,8c7d2df8-86f0-4902-b2ed-a0458298f3b3,Microsoft StaffHub
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,6c6042f5-6f01-4d67-b8c1-eb99d36eed3e,Microsoft Stream for Office 365 E5
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,57ff2da0-773e-42df-b2af-ffb7a2317929,Microsoft Teams
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,882e1d05-acd1-4ccb-8708-6ee03664b117,Mobile Device Management for Office 365
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,db4d623d-b514-490b-b7ef-8885eee514de,Nucleus
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,4de31727-a228-4ec3-a5bf-8e45b5ca48cc,Office 365 Advanced eDiscovery
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,8c098270-9dd4-4350-9b30-ba4703f3b36b,Office 365 Cloud App Security
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,b1188c4c-1b36-4018-b48b-ee07604f6feb,Office 365 Privileged Access Management
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,e95bec33-7c88-4a70-8e19-b10bd9d0c014,Office for the Web
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,9c0dab89-a30c-4117-86e7-97bda240acd2,Power Apps for Office 365 (Plan 3)
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,70d33638-9c74-4d01-bfd3-562de28bd4ba,Power BI Pro
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,617b097b-4b93-4ede-83de-5f075bb5fb2f,Premium Encryption in Office 365
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,b21a6b06-1988-436e-a07b-51ec6d9f52ad,Project for Office (Plan E5)
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,41fcdd7d-4733-4863-9cf4-c65b83ce2df4,RETIRED - Microsoft Communications Compliance
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,5dbe027f-2339-4123-9542-606e4d348a72,SharePoint (Plan 2)
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,0feaeb32-d00e-4d66-bd5a-43b5b83db82c,Skype for Business Online (Plan 2)
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,a23b959c-7ce8-4e57-9140-b90eb88a9e97,Sway
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,3fb82609-8c27-4f7b-bd51-30634711ee67,To-Do (Plan 3)
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,b76fb638-6ba6-402a-b9f9-83d28acb3d86,Viva Learning Seeded
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,4a51bca5-1eff-43f5-878c-177680f191af,Whiteboard (Plan 3)
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,7547a3fe-08ee-4ccb-b430-5077c5041653,Yammer Enterprise
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,28b0fa46-c39a-4188-89e2-58e979a6b014,Common Data Service
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,07699545-9485-468e-95b6-2fca3738be01,Power Automate for Office 365
Office 365 E5 Without Audio Conferencing,26d45bd9-adf1-46cd-a9e1-51e9a5524128,ded3d325-1bdc-453e-8432-5bac26d7a014,Power Virtual Agents for Office 365
Office 365 F3,4b585984-651b-448a-9e53-3b10f069cf7f,ca6e61ec-d4f4-41eb-8b88-d96e0e14323f,Common Data Service - O365 F1
Office 365 F3,4b585984-651b-448a-9e53-3b10f069cf7f,90db65a7-bf11-4904-a79f-ef657605145b,Common Data Service for Teams_F1
Office 365 F3,4b585984-651b-448a-9e53-3b10f069cf7f,4a82b400-a79f-41a4-b4e2-e94f5787b113,Exchange Online Kiosk
Office 365 F3,4b585984-651b-448a-9e53-3b10f069cf7f,31cf2cfc-6b0d-4adc-a336-88b724ed8122,Microsoft Azure Rights Management Service
Office 365 F3,4b585984-651b-448a-9e53-3b10f069cf7f,199a5c09-e0ca-4e37-8f7c-b05d533e1ea2,Microsoft Bookings
